#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sun Mar 04 12:29:23 EST 2018,0,0,Assignment3Suite, , ,BuildTest1- BuildTest2- BuildTest3- DelMinTest1- DelMinTest2- DelMinTest3- DelMinTest4- EfficiencyTest1- EverythingTest- GetMinTest1- GetMinTest2- GetMinTest3- InsertTest1- InsertTest2- InsertTest3- SizeTest1- SizeTest2- SizeTest3- SizeTest4- , ,
1,Tue Mar 06 12:44:09 EST 2018,63,63,Assignment3Suite,DelMinTest1+ DelMinTest2+ DelMinTest3+ DelMinTest4+ GetMinTest2+ InsertTest1+ InsertTest2+ InsertTest3+ SizeTest1+ SizeTest2+ SizeTest3+ SizeTest4+ , ,BuildTest1 BuildTest2 BuildTest3 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest3 , ,
2,Tue Mar 06 12:55:54 EST 2018,57,-6,Assignment3Suite,DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 BuildTest2 BuildTest3 DelMinTest2- EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest3 , ,
3,Tue Mar 06 12:56:38 EST 2018,57,0,Assignment3Suite,DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest3 , ,
4,Tue Mar 06 13:03:49 EST 2018,78,21,Assignment3Suite,BuildTest1+ BuildTest2+ BuildTest3+ DelMinTest1 DelMinTest3 DelMinTest4 EfficiencyTest1+ GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2 EverythingTest GetMinTest1 GetMinTest3 , ,
5,Tue Mar 06 13:05:09 EST 2018,78,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2 EverythingTest GetMinTest1 GetMinTest3 , ,
6,Tue Mar 06 13:07:31 EST 2018,57,-21,Assignment3Suite,DelMinTest1 DelMinTest3 DelMinTest4 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1- BuildTest2- BuildTest3- DelMinTest2 EfficiencyTest1- EverythingTest GetMinTest1 GetMinTest3 , ,
7,Tue Mar 06 13:08:39 EST 2018,78,21,Assignment3Suite,BuildTest1+ BuildTest2+ BuildTest3+ DelMinTest1 DelMinTest3 DelMinTest4 EfficiencyTest1+ GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2 EverythingTest GetMinTest1 GetMinTest3 , ,
8,Tue Mar 06 21:38:21 EST 2018,78,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2 EverythingTest GetMinTest1 GetMinTest3 , ,
9,Tue Mar 06 22:13:17 EST 2018,84,6,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2+ DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EverythingTest GetMinTest1 GetMinTest3 , ,
10,Tue Mar 06 22:17:33 EST 2018,84,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EverythingTest GetMinTest1 GetMinTest3 , ,
11,Tue Mar 06 22:18:26 EST 2018,84,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EverythingTest GetMinTest1 GetMinTest3 , ,
12,Tue Mar 06 22:19:04 EST 2018,84,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EverythingTest GetMinTest1 GetMinTest3 , ,
13,Tue Mar 06 22:19:56 EST 2018,84,0,DelMinTestSuite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EverythingTest GetMinTest1 GetMinTest3 , ,
14,Tue Mar 06 22:20:47 EST 2018,84,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EverythingTest GetMinTest1 GetMinTest3 , ,
15,Tue Mar 06 22:27:42 EST 2018,73,-11,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest4 , ,DelMinTest3- EverythingTest GetMinTest1 GetMinTest3 SizeTest3- , ,
16,Tue Mar 06 22:33:37 EST 2018,73,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest4 , ,DelMinTest3 EverythingTest GetMinTest1 GetMinTest3 SizeTest3 , ,
17,Tue Mar 06 22:35:27 EST 2018,73,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest4 , ,DelMinTest3 EverythingTest GetMinTest1 GetMinTest3 SizeTest3 , ,
18,Tue Mar 06 22:49:35 EST 2018,84,11,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3+ DelMinTest4 EfficiencyTest1 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3+ SizeTest4 , ,EverythingTest GetMinTest1 GetMinTest3 , ,
19,Tue Mar 06 22:53:31 EST 2018,78,-6,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EfficiencyTest1- EverythingTest GetMinTest1 GetMinTest3 , ,
20,Tue Mar 06 22:54:11 EST 2018,84,6,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1+ GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EverythingTest GetMinTest1 GetMinTest3 , ,
21,Tue Mar 06 22:57:46 EST 2018,63,-21,Assignment3Suite,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1- BuildTest2- BuildTest3- EfficiencyTest1- EverythingTest GetMinTest1 GetMinTest3 , ,
22,Tue Mar 06 22:58:05 EST 2018,63,0,Assignment3Suite,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 GetMinTest2 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 BuildTest2 BuildTest3 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest3 , ,
