#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Mon Feb 05 17:49:03 EST 2018,0,0,Assignment1Suite, , ,ClearTest0- ClearTest1- EverythingTest0- GetTest0- GetTest1- InsertTest0- InsertTest1- InsertTest2- InsertTest3- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- SizeTest0- SizeTest1- SizeTest2- SizeTest3- , ,
1,Mon Feb 05 17:49:34 EST 2018,0,0,Assignment1Suite, , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,
2,Mon Feb 05 18:58:49 EST 2018,76,76,Assignment1Suite,ClearTest0+ ClearTest1+ GetTest1+ InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0+ SizeTest3+ , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
3,Mon Feb 05 19:31:47 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
4,Mon Feb 05 19:32:24 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
5,Mon Feb 05 19:34:50 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
6,Mon Feb 05 20:44:51 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
7,Mon Feb 05 21:26:18 EST 2018,35,-41,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 SizeTest0 SizeTest1+ SizeTest3 , ,ClearTest0- EverythingTest0 GetTest0 InsertTest0- InsertTest1- InsertTest2- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- SizeTest2 , ,
8,Mon Feb 05 21:26:40 EST 2018,35,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
9,Mon Feb 05 21:33:36 EST 2018,35,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
