#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Wed Feb 21 10:40:18 EST 2018,3,3,Assignment2Suite,SizeTest0+ , ,ContainsTest0- ContainsTest1- EfficiencyTest1- EmptyTest0- EmptyTest1- FindMinMaxTest0- FindMinMaxTest1- FindMinMaxTest2- HeightTest- InsertAfterRemoveTest0- InsertAfterRemoveTest1- InsertAfterRemoveTest2- InsertTest0- InsertTest1- InsertTest2- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- RemoveTest4- RemoveTest5- RemoveTest6- RemoveTest7- SizeTest1- SizeTest2- , ,
1,Wed Feb 21 10:53:19 EST 2018,7,4,Assignment2Suite,EmptyTest0+ SizeTest0 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 EmptyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
2,Wed Feb 21 11:06:10 EST 2018,15,8,Assignment2Suite,EmptyTest0 EmptyTest1+ InsertAfterRemoveTest0+ SizeTest0 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
3,Wed Feb 21 11:40:14 EST 2018,15,0,Assignment2Suite,EmptyTest0 EmptyTest1 InsertAfterRemoveTest0 SizeTest0 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
4,Wed Feb 21 12:28:47 EST 2018,15,0,Assignment2Suite,EmptyTest0 EmptyTest1 InsertAfterRemoveTest0 SizeTest0 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
5,Wed Feb 21 13:27:43 EST 2018,15,0,Assignment2Suite,EmptyTest0 EmptyTest1 InsertAfterRemoveTest0 SizeTest0 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
6,Wed Feb 21 14:59:35 EST 2018,15,0,Assignment2Suite,EmptyTest0 EmptyTest1 InsertAfterRemoveTest0 SizeTest0 , ,ContainsTest0 ContainsTest1 EfficiencyTest1 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest1 SizeTest2 , ,
7,Wed Feb 21 15:46:28 EST 2018,46,31,Assignment2Suite,ContainsTest0+ EfficiencyTest1+ EmptyTest0 FindMinMaxTest0+ FindMinMaxTest1+ HeightTest+ InsertTest0+ InsertTest1+ InsertTest2+ SizeTest0 SizeTest1+ SizeTest2+ , ,ContainsTest1 EmptyTest1- FindMinMaxTest2 InsertAfterRemoveTest0- InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
8,Wed Feb 21 15:58:12 EST 2018,50,4,Assignment2Suite,ContainsTest0 EfficiencyTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0+ InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
9,Wed Feb 21 16:08:50 EST 2018,50,0,Assignment2Suite,ContainsTest0 EfficiencyTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 HeightTest InsertAfterRemoveTest0 InsertTest0 InsertTest1 InsertTest2 SizeTest0 SizeTest1 SizeTest2 , ,ContainsTest1 EmptyTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 , ,
